,n_transmissions,total_time (s),avg_time (s),total size (Mb),avg. size (Mb),data rate (Mbit/s)
0,14.0,26.389438400000003,1.884959885714286,37.669799,2.6906999285714286,11.419659161825889
1,14.0,29.9745158,2.141036842857143,37.669799,2.6906999285714286,10.053820185479026
