,branch-0-train-loss,branch-1-train-loss,branch-2-train-loss,branch-3-train-loss,branch-0-train-accuracy,branch-1-train-accuracy,branch-2-train-accuracy,branch-3-train-accuracy,branch-0-test-loss,branch-1-test-loss,branch-2-test-loss,branch-3-test-loss,branch-0-test-accuracy,branch-1-test-accuracy,branch-2-test-accuracy,branch-3-test-accuracy
0,2.802905104189233,2.7872420233291813,2.712498603701798,1.5459564050314125,0.13290727902946273,0.13052426343154247,0.1511048526863085,0.5823223570190641,2.739011979392331,2.7133012636075606,2.5446303448602685,0.8088208600181435,0.15077989601386482,0.18457538994800693,0.26949740034662045,0.774263431542461
