,exit-0-train-loss,exit-1-train-loss,exit-2-train-loss,exit-3-train-loss,exit-0-train-accuracy,exit-1-train-accuracy,exit-2-train-accuracy,exit-3-train-accuracy,exit-0-train-time,exit-1-train-time,exit-2-train-time,exit-3-train-time,exit-0-test-loss,exit-1-test-loss,exit-2-test-loss,exit-3-test-loss,exit-0-test-accuracy,exit-1-test-accuracy,exit-2-test-accuracy,exit-3-test-accuracy,exit-0-test-time,exit-1-test-time,exit-2-test-time,exit-3-test-time
0,4.520325713971622,4.495067765467095,4.334301458174651,0.8122556580827791,0.039622774850609735,0.0502076936969478,0.10248054589284733,0.7981719813743119,5.7298240703514525,12.044937801507773,21.114857487437558,25.995698027637506,4.322159765625,4.15630390625,3.401226953125,0.591986962890625,0.0618,0.0834,0.2228,0.847,8.002557507986092,15.786049840252252,26.191282108624392,31.474240575086466
1,4.160367802372969,3.898124818415246,2.785790109618299,0.6956937052908889,0.08361928842333394,0.12000691003604212,0.33457923377123067,0.8072728129343311,5.640469912060608,11.976997349245567,21.120345527635205,26.02330630653125,3.810992578125,3.4345609375,1.9023623046875,0.657195947265625,0.1204,0.1944,0.4976,0.8276,7.490960702890819,14.98000958467376,25.41146293929116,31.108467731637546
2,3.846772649998822,3.407033022905199,1.7964146581102622,0.6430495858886071,0.12105126775604431,0.1931040981225118,0.5407024679821909,0.8202291305133057,5.642215288947276,11.992638128142067,21.17329942211076,26.09405804020147,3.5312609375,3.002443359375,1.35531103515625,0.631053955078125,0.1606,0.2678,0.6338,0.8294,7.133410223656964,14.484317252419087,24.445165495186135,29.634109584653757
3,3.6603010577066533,3.050262169123132,1.362685240987507,0.5845383772015924,0.14914684611820872,0.25507455771843174,0.644557168769778,0.835902348627023,5.595231143212068,11.900249334162236,21.028348291444996,25.93266697235926,3.391876953125,2.7142865234375,1.15851015625,0.647838671875,0.1918,0.3166,0.6858,0.8334,7.164038977653006,14.401939297127369,24.61302523964589,29.82902843452027
4,3.5170863891920754,2.7796343864594704,1.149469159056466,0.5369440929988771,0.1726174117203634,0.31059826777960126,0.6964923714772557,0.8469191447259935,5.605218806527117,11.928756381899563,21.0821730904522,25.994805326626896,3.2490884765625,2.4537568359375,0.9900146484375,0.611174560546875,0.2144,0.3762,0.7302,0.839,7.058064536768113,14.266953035154312,23.835435143817843,28.730152076709615
5,3.395414788654977,2.5543451268541277,1.0183318397578347,0.5018189455226107,0.19308054118145912,0.35770429757127936,0.7292522241678511,0.8566010474986455,5.600838919605738,11.907397424620775,21.032503203514334,25.920937675882044,3.1040619140625,2.27500859375,0.91348271484375,0.614789892578125,0.2426,0.4194,0.754,0.8416,7.550245367447394,15.16015782750581,25.016342492013944,30.09213130988097
6,3.2898372411681103,2.380162405477774,0.9254468825333134,0.4654095153355686,0.21366145534781825,0.39504990145346325,0.7509481668773704,0.8654349003934009,5.605998266324257,11.918582072845103,21.062281909535887,25.97841453516414,2.996262109375,2.0946318359375,0.89295830078125,0.6166791015625,0.2708,0.4554,0.7682,0.8398,7.758882108626163,14.903919169280478,24.839730990336534,30.033653674072063
7,3.194850747147647,2.234507875870625,0.8536866121977841,0.43038660130269885,0.23278183916891113,0.42766841249774246,0.7706260649700434,0.8754308957134219,5.595943831677261,11.894707525126462,21.02298962311867,25.940566193465152,2.9320859375,2.0240322265625,0.86995126953125,0.66107900390625,0.2842,0.4692,0.7694,0.8312,7.07668817889231,14.612749840209883,24.83682875395744,29.903262619780598
8,3.1058614577035124,2.113898055374516,0.793797077074385,0.4066312666370896,0.25052021578158007,0.4551358057651687,0.7841634537616509,0.8810531523113285,5.6009084296502385,11.899771834177871,21.026860050259224,25.92485856784132,2.8356962890625,1.9109453125,0.801336474609375,0.586033349609375,0.298,0.5064,0.7798,0.8472,7.32530319484109,14.537955910474322,24.48454888174844,29.523276357845322
9,3.031090009108684,2.012095875768545,0.7436009778093615,0.3751589173328046,0.263625727320555,0.4796036152052202,0.7965151431869401,0.8900283468524001,5.602565037705857,11.914633479921715,21.04720947236663,25.956432110558058,2.744000390625,1.8392029296875,0.797073046875,0.6179517578125,0.317,0.5172,0.7794,0.8424,7.4545888179249635,14.52610447289446,24.21808562304793,29.243169009599555
10,2.9620097702413015,1.9272950595205378,0.7023976794449984,0.3497195067667313,0.27611875839216027,0.4993678887484197,0.807681133245911,0.8967185181113615,5.5961999497463,11.899407424620676,21.032819258776083,25.949134057787163,2.68666796875,1.737252734375,0.767335888671875,0.60020029296875,0.3276,0.5512,0.7972,0.8518,7.07948498401879,14.631456230050773,24.85398594248059,29.98895239614593
