,branch-0-train-loss,branch-1-train-loss,branch-2-train-loss,branch-0-train-accuracy,branch-1-train-accuracy,branch-2-train-accuracy,branch-0-test-loss,branch-1-test-loss,branch-2-test-loss,branch-0-test-accuracy,branch-1-test-accuracy,branch-2-test-accuracy
0,2.802905104189233,2.7872420233291813,2.712498603701798,1.5459564050314125,0.13290727902946273,0.13052426343154247,0.1511048526863085,0.5823223570190641,2.739011979392331,2.7133012636075606,2.5446303448602685,0.8088208600181435
1,2.7364925073792246,2.7051752311931327,2.482835052331564,0.9977794627383015,0.1451473136915078,0.1578206239168111,0.2787045060658579,0.7054809358752167,2.6956220127680894,2.642496039590555,2.3110635053347055,0.7347623140807789
2,2.705406255077448,2.6547625192943025,2.3042428001787263,0.935848136915078,0.15922876949740034,0.17428509532062392,0.37564991334488734,0.712521663778163,2.657410619990251,2.5847165853146663,2.1268075714904677,0.7008582368054052
3,2.6751734371615035,2.607200582891031,2.1532308224788776,0.9154777328517656,0.16172010398613518,0.1900996533795494,0.42861785095320626,0.7198873483535528,2.6263021538534446,2.5277342903758666,1.9692689574983753,0.7212522298459164
4,2.6510722723949307,2.5671619435116986,2.0297781747589903,0.8911676522557409,0.17428509532062392,0.2119800693240901,0.46912911611785096,0.7258448873483535,2.6024036638864816,2.4873501729717287,1.8404568518468372,0.6908748633320245
5,2.637062112421469,2.542299584664753,1.9653032590446273,0.841909689547904,0.16962738301559793,0.2097053726169844,0.48364384748700173,0.737001733102253,2.5971015388052425,2.4774512649615468,1.827257602632149,0.6682190787647585
6,2.6331361873104417,2.536489926343154,1.9511126381065858,0.8220025497251409,0.17396013864818025,0.21707105719237435,0.4865684575389948,0.7440424610051993,2.5936554325308707,2.4725858004089036,1.813159010439233,0.6663795616639135
7,2.634393278812825,2.535137209569974,1.9377157915402947,0.8240791201798093,0.1720103986135182,0.21371317157712305,0.4910095320623917,0.7419844020797227,2.591044778013973,2.46858413669844,1.8048152824415078,0.6698290529036233
8,2.629815747874242,2.53231943748646,1.9257497275102904,0.8267200807144984,0.17276863084922012,0.21338821490467938,0.49924176776429807,0.7449090121317158,2.5892488423418545,2.465179073128791,1.787730939260182,0.6668924368026972
9,2.628172770323332,2.527529076852253,1.9162504569703207,0.8197161114195191,0.1748266897746967,0.2179376083188908,0.5040077989601387,0.7467504332755632,2.585950405180351,2.460098240156521,1.77437259667461,0.6649298444777676
10,2.626293479879766,2.5250538209488735,1.9068326371587956,0.8190806899574848,0.17677642980935876,0.2246533795493934,0.503682842287695,0.7489168110918544,2.5846135554321923,2.4568141890977038,1.7630048252680892,0.6608483167413616
11,2.6234513783578857,2.519945696693566,1.8951887795168978,0.8240782739384749,0.1774263431542461,0.2195623916811092,0.5088821490467937,0.7485918544194108,2.5819667240982453,2.4525406703585357,1.7573653672348895,0.6629967648193783
12,2.6217256807165294,2.5186752768901646,1.888778924528813,0.8226932942144173,0.17850953206239167,0.22346187175043328,0.5075823223570191,0.7449090121317158,2.5794870254278597,2.4488707332511916,1.7403333852361351,0.663198752047904
13,2.6201802324794192,2.5140063518874567,1.879032763079506,0.8236118362929213,0.1766681109185442,0.22086221837088388,0.5106152512998267,0.7461005199306759,2.577068467693891,2.444793965622292,1.733120764562121,0.6626578451649155
14,2.617444545805351,2.509867597080806,1.8694264430107235,0.8165721133015598,0.18110918544194107,0.22768630849220103,0.5140814558058926,0.7501083188908145,2.573136407333189,2.438873026565208,1.72546883885534,0.6644322016830048
15,2.6175833293842072,2.5093970868988302,1.8589850943051343,0.8147562909580806,0.17850953206239167,0.22075389948006932,0.5142980935875217,0.7440424610051993,2.5738455575714903,2.438006263878358,1.7073956626746642,0.6666816698203261
16,2.6156132795575173,2.50492195116172,1.855033570393739,0.81844727831862,0.17634315424610053,0.2205372616984402,0.5157062391681109,0.7444757365684576,2.569778944838605,2.434335268969346,1.6946602594914428,0.6604494726224004
17,2.6128175097487003,2.5023256827475087,1.8410714346160095,0.8082777846417353,0.17948440207972272,0.2221620450606586,0.5223136915077989,0.7485918544194108,2.5673136322709054,2.4294765743473787,1.6950375773464579,0.6578455351460951
18,2.610799858846945,2.498421971471512,1.8322055757149047,0.8097733575301939,0.18349220103986136,0.23147746967071056,0.5230719237435009,0.7466421143847487,2.565693503236027,2.4262509139406414,1.6767579182801668,0.6575234874282387
19,2.6094329675314123,2.49663809473841,1.8206124925530762,0.8093537804985377,0.18024263431542462,0.22411178509532062,0.5318457538994801,0.7487001733102253,2.562191968154246,2.4214899601928077,1.665320755084218,0.6620272367004711
20,2.6069589809900346,2.4924032915402945,1.814875822546577,0.8106713253662533,0.18219237435008664,0.23180242634315423,0.5287045060658578,0.7474003466204506,2.560825711519714,2.417905916580914,1.6565328561660528,0.6590317010466313
21,2.608018263580481,2.4938622116009532,1.8121306156574957,0.8222702793273396,0.1800259965337955,0.22736135181975736,0.528921143847487,0.7462088388214905,2.5592455673878898,2.4155339021203424,1.6460242312743718,0.6559521759403434
22,2.6028597879657713,2.486074464159987,1.7992586502789212,0.8029437668402025,0.18641681109185443,0.2329939341421144,0.5341204506065858,0.7493500866551126,2.5579645695678077,2.412170515936417,1.641924615129441,0.6616163865325769
23,2.6024732672362436,2.4844864922958187,1.7913365620261048,0.8058620300821869,0.1833838821490468,0.2324523396880416,0.5284878682842288,0.7481585788561526,2.5572973082755635,2.4110183583595104,1.6410355328273938,0.6681687802954398
24,2.59893068944974,2.4806219196815427,1.781659369245559,0.8010891231755037,0.18273396880415946,0.23017764298093588,0.5394280762564991,0.7522746967071057,2.556400504021339,2.407177903623267,1.6220163646149264,0.6622483172491064
25,2.597871406859294,2.477025605570299,1.7741047612922443,0.7969594125731152,0.1875,0.23851819757365686,0.5378032928942807,0.7494584055459272,2.5513638871587956,2.4031794133178077,1.617022271379441,0.6584307110288941
26,2.6005582230962956,2.478586709272097,1.7639292381458513,0.7962551811125704,0.18349220103986136,0.23050259965337955,0.5452772963604853,0.7498916811091855,2.549581279787695,2.3995376137348354,1.6088667262984726,0.657977231453775
27,2.596086049203856,2.474781796671902,1.7583636146690858,0.7968225859273451,0.18804159445407279,0.23191074523396882,0.5464688041594454,0.7538994800693241,2.5491469464227685,2.3970991693295063,1.5944097509004007,0.6598760383381174
28,2.59576913182409,2.47239751171198,1.7506841861189342,0.8017001623090879,0.1895580589254766,0.23689341421143847,0.5430025996533796,0.7531412478336221,2.5464609764271016,2.392961049203856,1.594305451655925,0.6616478032421198
29,2.5943417342531414,2.4696355915565427,1.744820474132095,0.7996568068267981,0.18793327556325823,0.23429376083188908,0.5498266897746967,0.7507582322357019,2.543164020187933,2.3895240400238302,1.5873130652892113,0.6603569149764407
30,2.5919824134125866,2.4676644839281847,1.737487264067916,0.797615249607344,0.18500866551126516,0.22931109185441942,0.54657712305026,0.7543327556325823,2.542849641532171,2.3872190901890167,1.5847399627315317,0.6650719072417949
31,2.5913911022801126,2.465614252735052,1.7313510623713713,0.7954918714288616,0.18110918544194107,0.2337521663778163,0.5469020797227037,0.7521663778162911,2.5423668608508447,2.3853355685387783,1.5660822453490577,0.6557945634917949
32,2.5902086915754983,2.460667549014298,1.7268744457119258,0.807031747166784,0.1903162911611785,0.24057625649913345,0.5460355285961872,0.75,2.539576591610702,2.3821308526050693,1.5716493497481585,0.6602237377464255
33,2.5859241716989816,2.4592619421577124,1.7164189224639839,0.7948056225966746,0.19042461005199307,0.23288561525129983,0.5543760831889082,0.7521663778162911,2.538242915267548,2.3792631522828205,1.5589573164333297,0.659415101261238
34,2.5885891972216206,2.456338601467721,1.7119894837589362,0.7850348672585843,0.18858318890814557,0.24111785095320623,0.5564341421143848,0.7606152512998267,2.535054277919194,2.375870147652188,1.547046892771068,0.6567975710334976
35,2.586929294844021,2.4553044945569757,1.7064509400048744,0.7865216603931976,0.19020797227036396,0.23797660311958405,0.5521013864818024,0.7541161178509532,2.533155100804268,2.373360407414428,1.5370855744624674,0.6544394666648613
36,2.58290033985052,2.450801855976495,1.6979103551167136,0.7935286444229311,0.19074956672443674,0.24209272097053727,0.5565424610051993,0.754657712305026,2.5336440167352685,2.3703939084163776,1.5417394786814882,0.6593826796401104
37,2.5798553519686958,2.448182950606586,1.6909501259207105,0.7859086114364439,0.1916161178509532,0.2399263431542461,0.5609835355285961,0.755632582322357,2.529998409066291,2.367451315736027,1.5351558268793328,0.66371337255944
38,2.583447434873267,2.4498426414238517,1.68619372072005,0.7855367412600195,0.19042461005199307,0.24555892547660313,0.5576256499133448,0.758340554592721,2.528372356342071,2.364782059006716,1.5199872682991227,0.658835002826446
39,2.5795695339579723,2.4453969125731154,1.6799015990576256,0.7906002791750163,0.19194107452339687,0.24220103986135183,0.5652079722703639,0.7594237435008665,2.5272542599788776,2.3623222470076906,1.5129911796265707,0.6560703852767548
40,2.579678910650455,2.4433407576906414,1.6755218770309792,0.7734181422294736,0.19064124783362218,0.2430675909878683,0.5610918544194108,0.7544410745233969,2.5253800469833187,2.3600767456266247,1.5109484588252817,0.6571900154523668
41,2.5739972463306975,2.440659865142981,1.6669130639352252,0.7901520357181543,0.19313258232235703,0.24035961871750433,0.5649913344887348,0.7542244367417678,2.52348129298906,2.356800522300152,1.5026859699956672,0.6559194898687988
42,2.5746774128032928,2.4396494529896016,1.6633123070569757,0.7822512621689504,0.19378249566724437,0.24035961871750433,0.5648830155979203,0.7562824956672444,2.522848939151863,2.3544923990603337,1.4960956540430026,0.6538500066853066
43,2.5738819459488735,2.436607426952448,1.6560239477835248,0.7862256874864602,0.19464904679376083,0.24133448873483535,0.5670493934142115,0.7540077989601387,2.522222509004008,2.3525826439287263,1.4929321923743502,0.6531838031947302
44,2.5728180090310877,2.4340773769226605,1.647455860051993,0.7835998006255416,0.1936741767764298,0.2425259965337955,0.5702989601386482,0.758340554592721,2.5214666039319757,2.3504905237895364,1.4857428433370343,0.6562031393861026
45,2.5705940868040513,2.4303996120829723,1.6441197651511048,0.7702377028440479,0.19399913344887348,0.24415077989601386,0.5725736568457539,0.7581239168110918,2.5184630818755416,2.3475445461438476,1.4793399698399587,0.6561920853586709
46,2.573804303306434,2.433211672037478,1.637352690539699,0.7778302329871642,0.19540727902946273,0.24870017331022531,0.5749566724436742,0.7555242634315424,2.5173016156439556,2.346424757297985,1.4733479465107777,0.6578295094508232
47,2.5671754833730502,2.4267044992959272,1.6324810907373808,0.774322509765625,0.19486568457538994,0.2456672443674177,0.5766897746967071,0.7566074523396881,2.5181032177480502,2.344266841895039,1.468192326960572,0.6564447412870992
48,2.569429024046794,2.4282319649046795,1.6264338501611244,0.7772000476433871,0.19584055459272098,0.24978336221837089,0.5694324090121318,0.7600736568457539,2.5149729710517765,2.3406866063691507,1.4668945100939665,0.6522926052893468
49,2.567527942888865,2.4253156057056975,1.6226966368676885,0.7760331337332106,0.19811525129982668,0.2466421143847487,0.5761481802426344,0.7611568457538995,2.512603283754874,2.339041301654571,1.4525637304349004,0.6534840073081402
50,2.565208395391031,2.421813859063583,1.6178999294234726,0.782808088967044,0.19811525129982668,0.2531412478336222,0.575498266897747,0.7545493934142115,2.5146706513350305,2.3387133831374567,1.4528389704289428,0.6588230496675964
51,2.565098384017548,2.4205889247319106,1.610933353417461,0.7753044141640489,0.1942157712305026,0.24685875216637782,0.5759315424610052,0.75855719237435,2.510565111500758,2.3350525431244584,1.443843107702827,0.6554584470117526
52,2.5617419793246317,2.4191570843939556,1.6065503522056435,0.7780710415369096,0.19692374350086655,0.24339254766031196,0.5839471403812825,0.7558492201039861,2.508728979365251,2.331896274507149,1.4417393517452881,0.6540805545588713
53,2.5632518854256934,2.4166905024642547,1.5999881737773505,0.773608599419817,0.1975736568457539,0.24956672443674177,0.5843804159445407,0.7557409012131716,2.5075015063095756,2.3306228928590773,1.443414803807409,0.6558246579492526
54,2.56160171482344,2.41717032130091,1.603694181921577,0.7789457377362706,0.19811525129982668,0.24653379549393414,0.5769064124783362,0.7550909878682842,2.5076732933004764,2.3301415931000866,1.4261237661801343,0.6576598909533417
55,2.5607603393766247,2.412983965419194,1.5970965671374024,0.7769697642202393,0.19724870017331023,0.2474003466204506,0.5837305025996534,0.7549826689774697,2.5065471576446057,2.325951640692699,1.4258156285542136,0.6572687158964742
