,exit-0-train-loss,exit-1-train-loss,exit-2-train-loss,exit-3-train-loss,exit-4-train-loss,exit-0-train-accuracy,exit-1-train-accuracy,exit-2-train-accuracy,exit-3-train-accuracy,exit-4-train-accuracy,exit-0-test-loss,exit-1-test-loss,exit-2-test-loss,exit-3-test-loss,exit-4-test-loss,exit-0-test-accuracy,exit-1-test-accuracy,exit-2-test-accuracy,exit-3-test-accuracy,exit-4-test-accuracy
0,2.341865690100588,1.8480362590399761,1.5881738757449884,1.4808599853946967,1.2341229898076969,0.4435300861398811,0.562147136653815,0.6319777622476462,0.6632849369066596,0.7080431249067538,1.54080126953125,0.99040361328125,0.74457568359375,0.648607763671875,0.586424755859375,0.5896,0.7334,0.7988,0.8228,0.8396
1,1.585206682711561,1.1159059165220533,0.8972648060282212,0.8267361220171023,0.766749046434657,0.5889706401991347,0.7056560215467488,0.7632370377931857,0.781744941146909,0.7951959544879899,1.360497265625,0.90780830078125,0.719757666015625,0.63178447265625,0.59832744140625,0.6422,0.755,0.8052,0.8264,0.839
2,1.4080447444464512,0.9656473545555198,0.7747224575189829,0.7172631521346515,0.6701238727022167,0.6291509293213245,0.7402768725805059,0.7898956427511367,0.8061734890185394,0.8179755164859326,1.27947822265625,0.82992294921875,0.66956748046875,0.599480908203125,0.579267138671875,0.6582,0.7792,0.8234,0.8368,0.8396
3,1.297539624737929,0.8729985188573313,0.6941718287449647,0.6438884338364049,0.602288654977189,0.6541605484055877,0.7629229452458167,0.8096520639806519,0.8245479030396307,0.8348187293385996,1.24762314453125,0.83316494140625,0.66464384765625,0.5977185546875,0.5769978515625,0.664,0.7792,0.8194,0.8408,0.8484
4,1.2184957813444732,0.8074107191934103,0.6389192688907036,0.5919007801273646,0.5524927783252586,0.6743959607698409,0.7796091118247992,0.8229067694796272,0.8366875799954456,0.8467699507659932,1.242522265625,0.807406787109375,0.664739453125,0.6087724609375,0.5867998046875,0.6686,0.7874,0.8262,0.8442,0.8468
5,1.1518547901076552,0.7534442210897441,0.5901386105134628,0.5464077873357885,0.5087194422305282,0.6889305933993451,0.7909871143532442,0.8358630870586018,0.847625852957574,0.8564440012249609,1.19208759765625,0.82056728515625,0.668632421875,0.6140978515625,0.595763232421875,0.6808,0.7798,0.8208,0.8328,0.8428
6,1.094249603458159,0.7053700869054818,0.5478362949643112,0.5067723138216426,0.46812120144325525,0.7035123399109547,0.8024514923322157,0.8463537781407292,0.8586897629386498,0.8680340162228801,1.18894423828125,0.79216669921875,0.65329296875,0.597281298828125,0.5794732421875,0.6878,0.7902,0.8284,0.8416,0.8482
7,1.0430087170497286,0.6617768019096827,0.511375211276315,0.47365619307072576,0.4362781983945945,0.7154085951425587,0.8147482155617153,0.8556823267975909,0.8663850303491923,0.8760276715534232,1.16461103515625,0.801231884765625,0.643774853515625,0.58154765625,0.56812119140625,0.6904,0.7944,0.8344,0.8498,0.8538
8,1.0019980457554318,0.6276965949423248,0.48236278327221616,0.44320826397122914,0.40687698884382534,0.7263390157910028,0.8224827445406789,0.8634404127176073,0.8755957943007907,0.8843354194313354,1.16676298828125,0.768973486328125,0.64138623046875,0.59362392578125,0.58259638671875,0.691,0.7958,0.837,0.8484,0.8546
9,0.9590000642908183,0.5931813820661008,0.45307935842671043,0.4168677083905898,0.3805580884720183,0.736444943502603,0.8310103572017495,0.8700520608397264,0.8812337555260658,0.8901461315576634,1.17620615234375,0.817107080078125,0.67376435546875,0.612700341796875,0.602800537109375,0.6964,0.7926,0.8276,0.8436,0.8478
