,dev-0-train-loss,dev-1-train-loss,dev-2-train-loss,dev-3-train-loss,dev-4-train-loss,edge-train-loss,dev-0-train-accuracy,dev-1-train-accuracy,dev-2-train-accuracy,dev-3-train-accuracy,dev-4-train-accuracy,edge-train-accuracy,dev-0-test-loss,dev-1-test-loss,dev-2-test-loss,dev-3-test-loss,dev-4-test-loss,edge-test-loss,dev-0-test-accuracy,dev-1-test-accuracy,dev-2-test-accuracy,dev-3-test-accuracy,dev-4-test-accuracy,edge-test-accuracy
0,0.8860343523207322,0.886881122556055,0.8868949268678239,0.885377933495586,0.8872534158531467,2.307889254089038,0.7285528596187175,0.7273613518197574,0.7274696707105719,0.7279029462738301,0.7272530329289428,0.3822573656845754,0.8222850105584804,0.8222710177224885,0.8266668017030382,0.8226412338441951,0.8226234612266567,1.4313840444621015,0.7521663778162911,0.7517331022530329,0.7534662045060658,0.7504332755632582,0.7560658578856152,0.5446273830155979
1,0.8663370803489222,0.8669369596749079,0.8669362721038236,0.8665499100445462,0.8670572317245722,1.7616367703707214,0.7345103986135182,0.7353769497400346,0.736026863084922,0.7346187175043327,0.7328856152512998,0.5010831889081456,0.8118905427137735,0.8122486257780362,0.8130491688408513,0.8129084735747226,0.8083796077625797,1.2063036932895668,0.7512998266897747,0.7495667244367418,0.7543327556325823,0.7564991334488734,0.7525996533795494,0.6278162911611785
2,0.870318804497942,0.8704885287755904,0.8698697147997454,0.8692314372732073,0.8699198017087305,1.7728334952475087,0.7300693240901213,0.7289861351819757,0.7309358752166378,0.728661178509532,0.7305025996533796,0.5365034662045061,0.8019795238042001,0.8050573880895585,0.805682524909593,0.8046416580883634,0.8022298567526469,7.610121925327559,0.7551993067590987,0.75736568457539,0.7560658578856152,0.7603986135181976,0.7586655112651647,0.18630849220103987
3,0.8727143550456293,0.8740703510039807,0.8756013073582376,0.8735432484327611,0.8742577405694866,2.222448497752383,0.7309358752166378,0.7307192374350087,0.7325606585788561,0.7313691507798961,0.7320190641247833,0.3716421143847487,0.8210747480599058,0.8195418743368245,0.8220337211465918,0.824638187833634,0.8206807411109555,2.477113055604376,0.7582322357019065,0.7608318890814558,0.7595320623916811,0.7590987868284229,0.7608318890814558,0.5329289428076257
4,0.8624043324171361,0.8629350315140273,0.8635004265056326,0.8636017110153542,0.8638966790105069,1.6645622055080156,0.7310441941074524,0.7295277296360485,0.7293110918544194,0.7299610051993067,0.7287694974003466,0.5131065857885615,0.8044599011617889,0.8040220431686481,0.8063976525020765,0.8051892014888585,0.8045608208642262,1.9817870770624646,0.762998266897747,0.7603986135181976,0.7586655112651647,0.762998266897747,0.766897746967071,0.6026863084922011
5,0.8389206064842396,0.8377984375846241,0.8389355743778434,0.8390328392412262,0.8390868929064667,1.4254257228593479,0.7394930675909879,0.7394930675909879,0.7407928942807626,0.7391681109185442,0.7390597920277296,0.582105719237435,0.8194594354315482,0.8208638485424233,0.8242245414641329,0.8200743975217876,0.8205012923923274,1.7200231213296926,0.7577989601386482,0.7569324090121318,0.7551993067590987,0.7569324090121318,0.7551993067590987,0.6360485268630849
6,0.8305743926525943,0.8312024095029517,0.8314031273694757,0.8301882421536504,0.8321609893745938,1.3513578153772206,0.7438258232235702,0.7427426343154246,0.7425259965337955,0.7440424610051993,0.7423093587521664,0.607344020797227,0.8051797154148075,0.8081274949905157,0.8104936557997864,0.8083261318595198,0.8080636105876242,11.18291274720296,0.761265164644714,0.7634315424610052,0.7590987868284229,0.7590987868284229,0.7621317157712305,0.6425476603119584
7,0.8218491684832647,0.8218480049014298,0.8213449673181596,0.8217974948717776,0.8227065167352686,1.3305245173039428,0.7457755632582322,0.7445840554592721,0.744367417677643,0.7455589254766031,0.745342287694974,0.6105935875216638,0.7789738609018111,0.7774785956952146,0.7801653449932046,0.7804529054842541,0.7789961676043902,1.314853508716233,0.7690641247833622,0.7725303292894281,0.7707972270363952,0.7707972270363952,0.7690641247833622,0.6772097053726169
8,0.80654542284987,0.8056112253066778,0.8066611463523613,0.8059690796109997,0.8068314524209272,1.244374716509153,0.7433925476603119,0.7475086655112652,0.7458838821490468,0.746317157712305,0.7456672443674177,0.6443890814558059,0.8059669303315558,0.8066253234443467,0.8070023253017736,0.8050207846912603,0.8065703898616639,1.4431737655163637,0.7590987868284229,0.7603986135181976,0.7569324090121318,0.7577989601386482,0.7586655112651647,0.658578856152513
9,0.7925513943518468,0.7922408766721729,0.7919798641105665,0.7908881070089092,0.7927997661835193,1.223323088171577,0.7468587521663779,0.7484835355285961,0.7479419410745234,0.7462088388214905,0.7479419410745234,0.64828856152513,0.7937314614679413,0.7929268605374381,0.7954862867732189,0.7932175297671009,0.7918882978437678,0.9123257851063482,0.7599653379549394,0.761265164644714,0.7608318890814558,0.761265164644714,0.7621317157712305,0.7209705372616985
10,0.7889919975188204,0.7892394173289915,0.7896179516559251,0.7885691413019931,0.7902345971383503,1.2323213838415294,0.7515164644714039,0.750974870017331,0.7488084922010398,0.75,0.75,0.6469887348353552,0.7915539421283186,0.7914193943013764,0.7929866475083799,0.7928545863417653,0.7925550978972965,0.9285869138699471,0.7569324090121318,0.7564991334488734,0.7590987868284229,0.7625649913344887,0.7590987868284229,0.7214038128249567
11,0.7987047853254983,0.7984612793814991,0.7990673997373267,0.7974760429078206,0.7991838108109023,1.3115309478918435,0.7433925476603119,0.7441507798960139,0.7422010398613518,0.7448006932409013,0.7437175043327556,0.6371317157712305,0.8124220553056,0.810836570928167,0.811877283314485,0.8095098262849673,0.8111588523127591,1.329437590967638,0.7599653379549394,0.7569324090121318,0.75736568457539,0.755632582322357,0.7569324090121318,0.6594454072790294
