,exit-0-train-loss,exit-1-train-loss,exit-2-train-loss,exit-3-train-loss,exit-4-train-loss,exit-0-train-accuracy,exit-1-train-accuracy,exit-2-train-accuracy,exit-3-train-accuracy,exit-4-train-accuracy,exit-0-test-loss,exit-1-test-loss,exit-2-test-loss,exit-3-test-loss,exit-4-test-loss,exit-0-test-accuracy,exit-1-test-accuracy,exit-2-test-accuracy,exit-3-test-accuracy,exit-4-test-accuracy
28,0.7024543633344065,0.5566780001727509,0.5677197641753893,0.6278589169892659,0.5124029748490393,0.8042889337343249,0.8452701588523058,0.843338489685986,0.8283405705491123,0.8597733822270732,0.92228291015625,0.642591162109375,0.518223193359375,0.4776423828125,0.4663119140625,0.767,0.8382,0.867,0.8734,0.8834
29,0.6988564086658133,0.5566783069037542,0.5631627230057087,0.622807364096081,0.5092951456506034,0.8046815494185362,0.8457648546144121,0.8447440538354626,0.8295576791701675,0.8601895548523373,0.92781015625,0.639773388671875,0.515944775390625,0.4757125,0.46079248046875,0.7632,0.84,0.8642,0.8728,0.8818
30,0.6878517591145731,0.5492410002669786,0.5557716100580286,0.6172966348909706,0.5000282805985033,0.8078774410880166,0.8469034400986251,0.8457648546144121,0.830405729048064,0.8632598095028701,0.91910419921875,0.6314740234375,0.509906201171875,0.473090283203125,0.4598193359375,0.7622,0.8404,0.8696,0.8764,0.8844
31,0.681489974067734,0.5412565468665342,0.5553957418865969,0.6162454063964947,0.4982035071868301,0.8098483718227576,0.8498087961617891,0.8458119684965175,0.8305156614396432,0.8631655817386593,0.9193810546875,0.64208505859375,0.518755712890625,0.46909921875,0.463111767578125,0.7666,0.8414,0.8654,0.876,0.8802
32,0.6718857969313158,0.5381076463867579,0.5511814419399926,0.6150380518213442,0.4959934182888238,0.8139629841932926,0.8502720826691584,0.8471939757049415,0.8313008928080658,0.8631812863660278,0.91760400390625,0.63738408203125,0.513342333984375,0.46814326171875,0.459854052734375,0.7688,0.841,0.8658,0.878,0.8814
33,0.6629639122386161,0.5297343194203422,0.5457281941248989,0.6077563191494374,0.4899377814563686,0.8148502956396102,0.8522194564628468,0.8487879953828396,0.8328399462901744,0.8643355764776092,0.93082041015625,0.6484830078125,0.519090478515625,0.470024853515625,0.468007275390625,0.7662,0.838,0.8678,0.8738,0.8782
34,0.6516965782561582,0.5226212274540444,0.5358321931119504,0.6012607993851639,0.48026667561503245,0.8175122299785632,0.8548970954291683,0.8518032838375827,0.8342533627533353,0.8681518009281435,0.9281490234375,0.654593017578125,0.52884423828125,0.48092724609375,0.47464248046875,0.7646,0.8402,0.8638,0.8724,0.8772
35,0.6491081980117942,0.5211248709275939,0.5346840989666355,0.5975324226939718,0.4769324789361685,0.8183288706017228,0.8543788427260092,0.8518896592881092,0.8367661031322879,0.8690391123744612,0.92493828125,0.638607080078125,0.521183935546875,0.473121630859375,0.467878955078125,0.7674,0.8422,0.8648,0.8736,0.8818
36,0.6425683249444449,0.5163576576744587,0.5304683880574161,0.5967162728404174,0.4745262355615582,0.8203704721596218,0.8568130599681196,0.8543160242165354,0.8368681832101829,0.8694788419407778,0.91705107421875,0.642525,0.507826708984375,0.461927783203125,0.4607568359375,0.766,0.8426,0.87,0.8782,0.886
37,0.6393376499791914,0.5121435724395568,0.5273431672110938,0.5926445414641424,0.4713908005728263,0.8216739562312035,0.8571585617702256,0.8543238765302197,0.8375120729322895,0.8705231996607801,0.92408134765625,0.631439599609375,0.510597998046875,0.4678900390625,0.45708974609375,0.765,0.842,0.8674,0.8718,0.8842
38,0.6271431908661887,0.504159364423915,0.5222232746503758,0.5884775394382454,0.4645151490761753,0.8246107215491044,0.8604800904586536,0.8559728624039074,0.8383365658691333,0.872180037848152,0.9207478515625,0.644122412109375,0.5180349609375,0.474623828125,0.4635408203125,0.7666,0.8402,0.8654,0.8738,0.8828
39,0.6220385121632339,0.5015797260131448,0.5197909591404858,0.585790759888026,0.46331337700528463,0.827916545610164,0.8605900228502328,0.8567345368312773,0.8391767634333457,0.8725805058460475,0.9176330078125,0.643921435546875,0.521805615234375,0.473794775390625,0.466256591796875,0.7706,0.8442,0.8642,0.8722,0.881
40,0.6169822356125982,0.49908508276338626,0.5194233113599422,0.5858640685978124,0.4625969760740002,0.8274061452206892,0.8618935069218145,0.8568758784775934,0.8395301175491359,0.8728553368249955,0.9274685546875,0.644629736328125,0.5076755859375,0.469768212890625,0.463301953125,0.7644,0.8426,0.8684,0.875,0.8834
41,0.6170556670147859,0.49845815526576154,0.5179562783174062,0.5860691489466121,0.4614339748019254,0.8286939246649025,0.8626080674670792,0.8568915831049618,0.8385407260249232,0.8736484205071025,0.92525830078125,0.64857197265625,0.518128564453125,0.471500390625,0.464499609375,0.7694,0.8414,0.8688,0.8746,0.8838
42,0.6134213340492026,0.49466922987452,0.5151153971111337,0.583511993918383,0.4601720834543898,0.8296283499933256,0.8608491492018123,0.8580537255302275,0.8393416620207144,0.8740331838776295,0.91509052734375,0.639609912109375,0.507709814453125,0.468512890625,0.460402490234375,0.769,0.8418,0.867,0.8752,0.8834
43,0.6094222365745067,0.49118915193049134,0.5098781185954566,0.5754197552433825,0.45440934405697636,0.8307826401049069,0.8638173237744502,0.8595378128165464,0.8424276212986156,0.8763025025323712,0.92768564453125,0.636543603515625,0.508714794921875,0.4678671875,0.465756640625,0.7648,0.842,0.8692,0.8772,0.8802
44,0.6127061600419313,0.4924323326868262,0.510642062832251,0.5801260517192641,0.45541824367299827,0.8294006328964829,0.8627337044860268,0.8596163359533887,0.8411555464817708,0.8758392160250018,0.91471103515625,0.637562353515625,0.51511943359375,0.469238525390625,0.45919951171875,0.7684,0.8408,0.8708,0.8724,0.883
45,0.6039035323633108,0.4872453273825883,0.5073812668824744,0.5745071078161931,0.45017170188102174,0.8306255938312224,0.8637702098923448,0.8600246562649685,0.8419250732228251,0.8768443121765829,0.92040185546875,0.64222578125,0.51569345703125,0.475788623046875,0.4674205078125,0.766,0.8434,0.868,0.8732,0.8792
46,0.6051807602610109,0.48823560842671043,0.5061060020631954,0.5741128971307646,0.45301565039732705,0.8313480066901713,0.863746652951292,0.8610847186123392,0.8432521142354594,0.8756350558692119,0.918767578125,0.635799462890625,0.506443212890625,0.462453564453125,0.4576935546875,0.7668,0.8416,0.872,0.8768,0.8828
47,0.6029015648679633,0.4903887067043054,0.5091938937464174,0.5766393790586646,0.4558574824697097,0.8321882042543836,0.8641785302039245,0.859317948033388,0.8415010482838768,0.8748969383828945,0.91566142578125,0.64149462890625,0.517260009765625,0.47429560546875,0.46352265625,0.7682,0.8448,0.8662,0.8736,0.8824
48,0.6040597197901861,0.4888954174878878,0.5116584773578535,0.5768731694293724,0.45453172972728917,0.8309004248101703,0.8643983949870829,0.8585248643512811,0.8411633987954551,0.87473989210921,0.91009287109375,0.634760107421875,0.507722998046875,0.469654296875,0.461694140625,0.772,0.8414,0.8702,0.874,0.8832
49,0.6015854434790461,0.4866611275137219,0.5094811166578983,0.5743800598346303,0.4505694092998877,0.8327064569575425,0.8646025551428729,0.8597890868544417,0.8419093685954566,0.8763731733555292,0.924387109375,0.638441015625,0.513093115234375,0.467532080078125,0.464168505859375,0.768,0.8428,0.8696,0.8762,0.8816
